HK 2-stellig;HK 3-stellig;3mit *;Kontobezeichnung;HK;HK-4-Stellig;IDEA;Kontoneu;Prozess KI;Prozess EWB;WP;Sachanlagen;Personal;manuell;Hinweis
92;924;*;Zinsen für Fremdwährungs-Tagesgelder bei der eigenen GZ;924163;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Forderungen an die eigene GZ mit einer Laufzeit oder Kündigungsfrist von mehr als einem Tag,  aber weniger als 1 Monat;924164;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Forderungen an die eigene GZ mit einer Laufzeit oder Kündigungsfrist von mindestens 1 Monat  bis zu 1 Jahr;924165;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Forderungen an die eigene GZ mit einer Laufzeit oder Kündigungsfrist von mehr als 1 Jahr;924166;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinserträge aus Mindestreservehaltung und Übernachtguthaben bei der Bbk;924210;9242;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinserträge aus anderen Guthaben bei der Bbk – mit einer Laufzeit von weniger als 1 Monat;924241;9242;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinserträge aus anderen Guthaben bei der Bbk – mit einer Laufzeit von mindestens 1 Monat bis zu 1 Jahr;924242;9242;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinserträge aus anderen Guthaben bei der Bbk – mit einer Laufzeit von mehr als 1 Jahr;924243;9242;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für laufende Guthaben bei anderen Kreditinstituten;924410;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für laufende Verbindlichkeiten gegenüber anderen Kreditinstituten;924420;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Tagesgelder bei anderen Kreditinstituten;924430;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Forderungen an andere Kreditinstitute mit einer Laufzeit von weniger als 1 Monat;924441;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Forderungen an andere Kreditinstitute mit einer Laufzeit von mindestens 1 Monat bis zu 1 Jahr;924442;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Forderungen an andere Kreditinstitute mit einer Laufzeit von mehr als 1 Jahr;924443;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Schuldscheine, Namensschuldverschreibungen und rückzahlbare, nicht börsenfähige Genussrechte anderer  Kreditinstitute;924450;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für laufende Fremdwährungs-Guthaben bei anderen Kreditinstituten;924461;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für laufende Fremdwährungs-Verbindlichkeiten gegenüber anderen Kreditinstituten;924462;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Tagesgelder bei anderen Kreditinstituten;924463;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Forderungen an andere Kreditinstitute mit einer Laufzeit oder Kündigungsfrist von  weniger als 1 Monat;924464;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Forderungen an andere Kreditinstitute mit einer Laufzeit oder Kündigungsfrist von  mindestens 1 Monat bis zu 1 Jahr;924465;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Forderungen an andere Kreditinstitute mit einer Laufzeit oder Kündigungsfrist von  mehr als 1 Jahr;924466;9244;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Tagesgelder von Kreditinstituten;924511;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für andere befristete Verbindlichkeiten gegenüber Kreditinstituten mit einer Laufzeit oder Kündigungsfrist von  weniger als 1 Monat (ohne Weiterleitungsmittel);924512;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für andere befristete Verbindlichkeiten gegenüber Kreditinstituten mit einer Laufzeit oder Kündigungsfrist von mindestens 1 Monat bis zu 5 Jahren (ohne  Weiterleitungsmittel);924513;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für andere befristete Verbindlichkeiten gegenüber Kreditinstituten mit einer Laufzeit oder Kündigungsfrist von  mehr als 5 Jahren (ohne Weiterleitungsmittel);924514;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Weiterleitungsmittel von Kreditinstituten;924519;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Übernachtkredit und Offenmarktkredite der Bbk mit einer Laufzeit von weniger als 1 Monat;924521;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Offenmarktkredite der Bbk mit einer Laufzeit von 1 Monat oder länger;924522;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für verkaufte eigene Akzepte und Solawechsel;924530;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für verkaufte, den Kreditnehmern nicht abgerechnete eigene Ziehungen;924550;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Tagesgelder von Kreditinstituten;924561;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Verbindlichkeiten gegenüber Kreditinstituten mit einer Laufzeit oder Kündigungsfrist von  weniger als 1 Monat;924562;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Verbindlichkeiten gegenüber Kreditinstituten mit einer Laufzeit oder Kündigungsfrist von  mindestens 1 Monat bis zu 5 Jahren;924563;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Fremdwährungs-Verbindlichkeiten gegenüber Kreditinstituten mit einer Laufzeit oder Kündigungsfrist von  mehr als 5 Jahren;924564;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für an Kreditinstitute verkaufte Sparkassenbriefe mit einer Laufzeit bis zu 5 Jahren;924591;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für an Kreditinstitute verkaufte Sparkassenbriefe mit einer Laufzeit von mehr als 5 Jahren;924592;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für an Kreditinstitute verkaufte Sparkassenobligationen und Inhaberschuldverschreibungen mit einer Laufzeit bis zu 5  Jahren;924593;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für an Kreditinstitute verkaufte Sparkassenobligationen und Inhaberschuldverschreibungen mit einer Laufzeit von  mehr als 5 Jahren;924594;9245;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für an Kreditinstitute verkaufte Pfandbriefe – Inhaberpapiere – – mit einer Laufzeit von bis zu 5 Jahren;924611;9246;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für an Kreditinstitute verkaufte Pfandbriefe – Inhaberpapiere – – mit einer Laufzeit von mehr als 5 Jahren;924612;9246;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für an Kreditinstitute verkaufte Pfandbriefe – Namenspapiere – – mit einer Laufzeit von bis zu 5 Jahren;924621;9246;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;925;*;Zinsen für an Kreditinstitute verkaufte Pfandbriefe – Namenspapiere – – mit einer Laufzeit von mehr als 5 Jahren;924622;9246;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;925;*;Zinsen und Provisionen für von Kunden angekaufte Wechsel (Zinserträge aus HK 511100 ohne Euro-Auslandswechsel  sowie HK 513000);925111;9251;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;925;*;Zinsen und Provisionen für von Kreditinstituten angekaufte Wechsel (Zinserträge aus HK 511210);925112;9251;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;925;*;Zinsen und Provisionen für rediskontierte Wechsel (Zinsaufwendungen für HK 511300, HK 511230 ohne Euro- Auslandswechsel);925113;9251;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;925;*;Zinsen und Provisionen für von Kunden angekaufte Euro- Auslandswechsel sowie Fremdwährungswechsel (Zinserträge  aus HK 516100 und HK 516210 sowie ggf. auf HK 511100  gebuchten Euro-Auslandswechseln);925161;9251;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;925;*;Zinsen und Provisionen für von Kreditinstituten angekaufte Euro-Auslandswechsel sowie Fremdwährungswechsel  (Zinserträge aus HK 516210 sowie ggf. auf HK 511210  gebuchten Euro-Auslandswechseln);925162;9251;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;925;*;Zinsen und Provisionen für rediskontierte Euro- Auslandswechsel sowie Fremdwährungswechsel  (Zinsaufwendungen für HK 516300, HK 516230 sowie ggf. auf HK 511300 und HK 511230 gebuchte Euro-Auslandswechsel);925163;9251;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Diskont und Rediskont für Schatzwechsel und unverzinsliche Schatzanweisungen;925200;9252;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Darlehen an Geschäftskunden/Wohnungsbau mit einer Laufzeit bis zu 5 Jahren;926110;9261;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Darlehen an Geschäftskunden/Wohnungsbau mit einer Laufzeit von mehr als 5 Jahren;926120;9261;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für sonstige Darlehen an Geschäftskunden mit einer Laufzeit bis zu 5 Jahren;926130;9261;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für sonstige Darlehen an Geschäftskunden mit einer Laufzeit von mehr als 5 Jahren;926140;9261;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Darlehen an Privatkunden/Wohnungsbau mit einer Laufzeit bis zu 5 Jahren;926210;9262;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Darlehen an Privatkunden/Wohnungsbau mit einer Laufzeit von mehr als 5 Jahren;926220;9262;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Konsumentenkredite;926230;9262;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Darlehen an öffentliche Haushalte;926300;9263;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Schuldscheine, Namensschuldverschreibungen und rückzahlbare, nicht börsenfähige Genussrechte von  Nichtkreditinstituten;926500;9265;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an Geschäftskunden – Wohnungsbau mit einer Laufzeit bis zu 5 Jahren;926611;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an Geschäftskunden – Wohnungsbau mit einer Laufzeit von mehr als 5 Jahren;926612;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an Geschäftskunden – Sonstige mit einer Laufzeit bis zu 5 Jahren;926613;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an Geschäftskunden – Sonstige mit einer Laufzeit von mehr als 5 Jahren;926614;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an Privatkunden – Wohnungsbau mit einer Laufzeit bis zu 5 Jahren;926621;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an Privatkunden – Wohnungsbau mit einer Laufzeit von mehr als 5 Jahren;926622;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an Privatkunden – Sonstige Darlehen mit einer Laufzeit bis zu 5 Jahren;926623;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an Privatkunden – Sonstige Darlehen mit einer Laufzeit von mehr als 5 Jahren;926624;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;926;*;Zinsen für Fremdwährungs-Darlehen an öffentliche Haushalte;926630;9266;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;927;*;Zinsen für Weiterleitungsdarlehen;926900;9269;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;927;*;Zinsen für festverzinsliche Wertpapiere (Bestandskonten 711000, 712000 und 713000 sowie 751000, 752000 und  753000) – mit festem Zinssatz (Liquiditätsreserve);927111;9271;;;;;x;;;;
92;927;*;Zinsen für festverzinsliche Wertpapiere (Bestandskonten 711000, 712000 und 713000 sowie 751000, 752000 und  753000) – sonstige (Liquiditätsreserve);927119;9271;;;;;x;;;;
92;927;*;Laufende Erträge (Dividenden) aus Aktien – steuerfrei – (Bestandskonten 714000 und 754000) (Liquiditätsreserve);927140;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus Spezialfondsanteilen (Bestandskonten 715000 und 755000) – laufende Erträge (aus Zinseinkünften) (Liquiditätsreserve);927151;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus Spezialfondsanteilen (Bestandskonten 715000 und 755000) – laufende Erträge (aus Dividendeneinkünften) – steuerfrei – (Liquiditätsreserve);927152;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus Spezialfondsanteilen (Bestandskonten 715000 und 755000) – laufende Erträge (ausgeschüttete Kursgewinne festverzinslicher Wertpapiere und Erträge aus  Termingeschäften) (Liquiditätsreserve);927153;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus Spezialfondsanteilen (Bestandskonten 715000 und 755000) – ordentliche Erträge (ausgeschüttete Kursgewinne von Aktien) – steuerfrei – (Liquiditätsreserve);927154;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus Spezialfondsanteilen (Bestandskonten 715000 und 755000) – ausgeschüttete, bereits versteuerte oder steuerfreie aperiodische Erträge (Liquiditätsreserve);927158;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus Spezialfondsanteilen (Bestandskonten 715000 und 755000) – ausgeschüttete, sonstige aperiodische Erträge (Liquiditätsreserve);927159;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus anderen nicht festverzinslichen Wertpapieren (Bestandskonten 716000 und 756000) – Genussscheine (Liquiditätsreserve);927161;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus anderen nicht festverzinslichen Wertpapieren (Bestandskonten 716000 und 756000) – Sonstige Investmentanteile (Publikumsfonds) (aus Zinseinkünften und Kursgewinnen von festverzinslichen  Wertpapieren) (Liquiditätsreserve);927162;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus anderen nicht festverzinslichen Wertpapieren (Bestandskonten 716000 und 756000) – Sonstige Investmentanteile (Publikumsfonds) (aus Dividendeneinkünften und Kursgewinnen von Aktien) –  steuerfrei – (Liquiditätsreserve);927163;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus anderen nicht festverzinslichen Wertpapieren (Bestandskonten 716000 und 756000) – sonstige andere (Liquiditätsreserve);927164;9271;;;;;x;;;;
92;927;*;Zinsen für vor Fälligkeit zurückgekaufte eigene Schuldverschreibungen – börsenfähige (Liquiditätsreserve);927171;9271;;;;;x;;;;
92;927;*;Zinsen für vor Fälligkeit zurückgekaufte eigene Schuldverschreibungen – nicht börsenfähige (Liquiditätsreserve);927179;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus Planvermögen nach § 246 Abs. 2 Satz 2 HGB (Liquiditätsreserve);927180;9271;;;;;x;;;;
92;927;*;Laufende Erträge aus Handelsaktiva (ohne Derivate) -  Forderungen an Kreditinstitute;927210;9272;;;;;x;;;;
92;927;*;Laufende Erträge aus Handelsaktiva (ohne Derivate) -  Forderungen an Kunden;927220;9272;;;;;x;;;;
92;927;*;Laufende Erträge aus Handelsaktiva (ohne Derivate) -  Schuldverschreibungen und andere festverzinsliche Wertpapiere;927230;9272;;;;;x;;;;
92;927;*;Laufende Erträge aus Handelsaktiva (ohne Derivate) -  Aktien und andere nicht festverzinsliche Wertpapiere;927240;9272;;;;;x;;;;
92;927;*;Laufende Erträge aus Handelsaktiva (ohne Derivate) -  Sonstige Vermögensgegenstände;927250;9272;;;;;x;;;;
92;927;*;Zinsen für Ausgleichsforderungen gegen die öffentliche Hand -  Zinserträge aus Buchforderungen;927431;9274;;;;;x;;;;
92;927;*;Zinsen für Ausgleichsforderungen gegen die öffentliche Hand -  Zinserträge aus in Schuldverschreibungen umgewandelten Ausgleichsforderungen;927432;9274;;;;;x;;;;
92;927;*;Laufende Erfolge aus Handelsderivaten;927700;9277;;;;;x;;;;
92;927;*;Laufende Aufwendungen aus Handelspassiva (ohne Derivate) -  Verbindlichkeiten gegenüber Kreditinstituten;927810;9278;;;;;x;;;;
92;927;*;Laufende Aufwendungen aus Handelspassiva (ohne Derivate) -  Verbindlichkeiten gegenüber Kunden;927820;9278;;;;;x;;;;
92;927;*;Laufende Aufwendungen aus Handelspassiva (ohne Derivate) -  Verbriefte Verbindlichkeiten;927830;9278;;;;;x;;;;
92;928;*;Laufende Aufwendungen aus Handelspassiva (ohne Derivate) -  Sonstige Verbindlichkeiten;927840;9278;;;;;x;;;;
92;929;*;Zinserträge aus eigenen Bausparverträgen;928400;9284;;;;;;;;x;
92;929;*;Sonstige ordentliche Zinsaufwendungen aus Kredit- und Geldmarktgeschäften;929011;9290;x;;;;;;;x;
92;929;*;Zinsaufwendungen für Swaps und ähnliche Finanzinstrumente (wie z.B. Floors, Caps, Collars);929012;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Übrige sonstige ordentliche Zinsaufwendungen;929019;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Aperiodische Zinsaufwendungen;929020;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Sonstige ordentliche Zinserträge aus Kredit- und Geldmarktgeschäften;929031;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Zinserträge aus Swaps und ähnlichen Finanzinstrumenten (wie z.B. Floors, Caps, Collars);929032;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Übrige sonstige ordentliche Zinserträge;929039;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Aperiodische Zinserträge aus Kredit- und Geldmarktgeschäften;929041;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Aperiodische Zinserträge aus Wertpapieren und Schuldbuchforderungen;929042;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Sonstige aperiodische Zinserträge;929049;9290;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Zinsen für Hafteinlagen;929122;9291;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Zinsen für Genussrechtskapital;929123;9291;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Zinsen für nachrangige Verbindlichkeiten;929124;9291;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;929;*;Zinsaufwendungen aus der Aufzinsung von Rückstellungen – für Ratensparverträge;929211;9292;;x;;;;;;;
92;929;*;Zinsaufwendungen aus der Aufzinsung von Rückstellungen – für Einmalanlagen;929212;9292;;x;;;;;;;
92;929;*;Zinsaufwendungen aus der Aufzinsung von Rückstellungen – für Personalaufwendungen;929213;9292;;;;;;;;x;
92;929;*;Zinsaufwendungen aus der Aufzinsung von Rückstellungen – für Altersversorgungsverpflichtungen;929214;9292;;;;;;;;x;
92;929;*;Zinsaufwendungen aus der Aufzinsung von Rückstellungen – Sonstiges;929219;9292;;;;;;;;x;
92;929;*;Zinserträge aus der Abzinsung von Rückstellungen – für Ratensparverträge;929221;9292;;x;;;;;;;
92;929;*;Zinserträge aus der Abzinsung von Rückstellungen – für Einmalanlagen;929222;9292;;x;;;;;;;
92;929;*;Zinserträge aus der Abzinsung von Rückstellungen – Personalaufwendungen;929223;9292;;;;;;;;x;
92;929;*;Zinserträge aus der Abzinsung von Rückstellungen – für Altersversorgungsverpflichtungen;929224;9292;;;;;;;;x;
93;931;*;Zinserträge aus der Abzinsung von Rückstellungen – Sonstiges;929229;9292;;;;;;;;x;
93;932;*;Gebühren aus dem Sparverkehr;931000;9310;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;932;*;Bearbeitungsgebühren für Kontokorrentkredite;932210;9322;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;932;*;Provisionen und Gebühren aus Geschäftsgirokonten;932221;9322;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;932;*;Provisionen und Gebühren aus Privatgirokonten;932223;9322;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;932;*;Gebühren im Barzahlungsverkehr;932290;9322;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;932;*;Bearbeitungsgebühren für Fremdwährungs- Kontokorrentkredite – Geschäftsgirokonten;932611;9326;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;932;*;Bearbeitungsgebühren für Fremdwährungs- Kontokorrentkredite – Privatgirokonten;932613;9326;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;932;*;Provisionen und Gebühren aus Fremdwährungs-Girokonten – Geschäftsgirokonten;932621;9326;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;933;*;Provisionen und Gebühren aus Fremdwährungs-Girokonten – Privatgirokonten;932623;9326;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;933;*;Provisionen und Gebühren aus dem Sortengeschäft;933210;9332;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;933;*;Provisionen und Gebühren für Reiseschecks;933220;9332;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;933;*;Provisionen und Gebühren aus Edelmetallgeschäften;933230;9332;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;935;*;Provisionen und Gebühren für die Einlösung gekündigter oder ausgeloster Schuldverschreibungen, den Einzug von Zins- und  Dividendenscheinen sowie die Besorgung neuer Zins- und  Dividendenscheinbogen (umsatzsteuerpflichtig);933300;9333;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;935;*;Provisionen und Gebühren für den Ankauf von Euro- Inlandswechseln;935110;9351;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;935;*;Provisionen und Gebühren für den Ankauf von Euro- Auslandswechseln sowie Fremdwährungswechseln;935160;9351;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;935;*;Provisionen und Gebühren für den Einzug von Wechseln;935300;9353;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;935;*;Provisionen und Gebühren für den Einzug von Schecks und Lastschriften;935400;9354;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;936;*;Provisionen und Gebühren für den Einzug von Dokumenten;935500;9355;x;;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
93;936;*;Provisionen und Gebühren aus dem Darlehensgeschäft (mit Zinscharakter);936100;9361;;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
